1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,2,2,10,10,10,10,10,10,10,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,2,2,2,2,2,10,10,10,10,10,10,10,10,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,10,10,10,10,2,2,2,2,2,2,2,1,1,1
1,1,2,2,2,2,2,2,10,10,10,10,10,10,10,1,1,2,2,2,10,10,10,10,10,10,2,2,2,2,2,2,2,10,10,10,10,2,2,2,2,2,2,2,2,1,1,1
1,1,2,2,2,2,2,2,2,10,10,10,10,10,10,1,1,2,2,2,10,10,10,10,10,2,2,2,2,2,2,2,2,2,10,10,10,2,2,2,2,2,2,2,2,1,1,1
1,1,2,2,2,2,2,2,2,2,10,10,10,10,10,1,1,2,2,2,10,10,10,10,2,2,2,2,2,2,2,2,2,2,2,10,10,2,2,2,2,2,2,2,2,1,1,1
1,1,2,2,2,2,2,2,2,2,2,2,10,10,10,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,2,2,2,2,2,2,2,2,1,1,1
1,1,2,2,2,2,2,2,2,2,2,2,2,10,10,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
1,1,2,2,2,2,2,2,2,2,2,2,2,2,10,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
1,1,2,2,2,2,2,10,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,10,10,2,2,2,2,2,2,2,2,2,1,1
1,2,2,2,2,2,2,10,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,10,10,2,2,2,2,2,2,2,2,1,1
1,1,2,2,2,10,10,10,10,2,2,10,10,2,2,2,2,2,2,2,2,2,2,10,2,2,2,2,2,2,2,2,2,2,10,10,10,10,2,2,2,2,2,2,2,2,1,1
1,1,2,2,2,10,10,10,10,10,10,10,10,10,2,2,2,2,2,2,2,2,2,10,10,2,2,2,2,2,2,2,2,2,10,10,2,2,2,2,2,2,2,2,2,2,1,1
1,1,2,2,2,2,2,2,2,2,10,10,10,10,2,2,2,2,2,2,2,10,10,10,10,2,2,2,2,2,2,2,2,2,10,10,2,2,1,1,1,1,1,2,2,1,1,1
1,1,2,2,2,2,2,2,2,2,10,10,10,10,2,2,2,2,2,2,10,10,10,10,10,10,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1
1,1,1,1,1,2,2,1,1,1,1,10,10,10,10,2,2,2,2,2,10,10,1,1,10,10,10,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1
1,1,2,2,2,2,2,2,2,2,1,10,10,10,10,2,2,2,2,2,2,10,1,1,10,10,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1
1,1,2,2,2,2,2,2,2,2,1,10,10,10,2,2,2,2,2,2,2,10,1,1,10,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,1,1
1,1,2,2,2,2,2,2,2,2,1,10,10,10,2,2,2,2,2,2,2,10,1,1,10,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1
1,1,2,2,10,10,10,2,2,5,1,10,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
1,1,2,2,10,10,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1
1,1,2,2,10,10,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1
1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,10,10,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24,25,26,27
3,3,0,3
28,29,30,31,33
1,1,1,1,1
34,35,36,37,38
3,3,3,3,3
